"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2026","Abilene Christian",68.6115,171,67.4625,178,97.625,343,100.857,319,106.495,122,107.59,133,-6.73339,246
"2026","Air Force",67.2726,236,66.1756,249,92.2078,363,96.5374,350,118.866,353,116.052,303,-19.5149,344
"2026","Akron",71.4841,36,70.6007,29,123.135,3,120.782,42,104.634,88,107.311,128,13.4703,61
"2026","Alabama",74.651,5,73.0393,4,122.447,8,129.675,3,111.105,247,103.59,67,26.0842,17
"2026","Alabama A&M",67.4313,227,65.505,288,106.131,227,104.94,259,109.527,207,117.177,317,-12.2367,301
"2026","Alabama St.",71.2573,47,69.4745,72,100.207,323,99.449,336,109.075,198,113.837,263,-14.3875,319
"2026","Albany",65.6388,314,65.2484,297,105.064,250,103.563,280,113.107,292,118.465,332,-14.9015,324
"2026","Alcorn St.",69.5171,122,67.4009,180,96.5742,348,97.0447,348,115.087,322,117.319,319,-20.2739,347
"2026","American",66.6771,265,66.7192,221,108.209,180,105.78,239,108.732,185,112.169,232,-6.38892,241
"2026","Appalachian St.",64.0742,354,63.0267,359,107.633,195,106.127,230,104.81,90,108.508,151,-2.38031,193
"2026","Arizona",71.826,31,70.1257,45,120.035,19,126.706,7,95.1039,3,89.3761,3,37.3303,3
"2026","Arizona St.",70.6536,75,69.1919,84,109.39,154,116.708,72,110.097,225,103.54,66,13.1675,63
"2026","Arkansas",72.6779,16,71.1905,21,122.83,6,127.932,6,108.829,189,101.992,44,25.9401,18
"2026","Arkansas Pine Bluff",71.419,41,69.0859,90,103.393,278,103.308,283,113.882,306,116.717,314,-13.409,316
"2026","Arkansas St.",72.559,18,71.9925,11,111.347,115,110.893,143,106.411,117,109.504,175,1.38895,148
"2026","Army",67.2649,237,67.1295,195,103.083,288,100.355,323,115.171,324,118.793,335,-18.4374,337
"2026","Auburn",69.31,131,67.1655,193,119.401,22,125.841,13,114.909,320,107.115,124,18.7262,39
"2026","Austin Peay",70.1198,87,69.4511,73,113.065,91,108.177,191,106.149,109,108.516,152,-0.339089,174
"2026","Ball St.",65.3444,323,63.7156,343,100.083,327,98.7235,339,108.313,175,110.064,189,-11.3402,291
"2026","Baylor",69.5717,118,67.7618,154,116.55,51,123.309,23,111.616,262,107.043,122,16.2663,48
"2026","Bellarmine",66.14,294,64.7144,320,118.459,36,116.781,71,124.752,365,126.433,365,-9.65168,279
"2026","Belmont",69.969,94,68.9684,101,118.78,32,120.986,41,105.399,100,108.686,154,12.2998,67
"2026","Bethune Cookman",71.0981,53,69.3223,80,104.006,272,103.862,277,107.635,153,110.067,190,-6.20531,238
"2026","Binghamton",65.1072,331,65.3312,295,100.464,320,97.8478,343,115.158,323,123.362,361,-25.5138,359
"2026","Boise St.",66.4487,278,65.519,284,113.74,80,117.847,59,106.733,129,103.485,65,14.3621,55
"2026","Boston College",66.331,285,65.965,263,99.9754,328,104.122,271,104.96,95,103,58,1.12171,154
"2026","Boston University",63.5173,361,63.2123,354,114.988,66,112.57,116,113.941,308,119.849,345,-7.27881,253
"2026","Bowling Green",70.2405,85,68.3686,123,109.146,162,107.376,213,102.31,51,105.854,103,1.52244,147
"2026","Bradley",67.8052,214,67.3518,182,110.009,141,111.989,126,105.635,103,107.992,140,3.99705,123
"2026","Brown",66.6899,264,66.507,229,98.7539,338,98.1851,342,106.294,113,109.001,163,-10.8154,287
"2026","Bryant",64.4513,345,64.2466,334,96.4977,350,96.8095,349,112.613,283,119.785,343,-22.976,355
"2026","Bucknell",66.9718,248,66.9252,207,99.4931,333,98.4409,341,112.509,281,115.115,291,-16.6738,331
"2026","Buffalo",67.4959,225,66.477,232,114.258,73,113.064,112,112.976,290,116.317,308,-3.25275,207
"2026","Butler",69.9531,96,68.7103,110,111.287,118,116.421,75,108.899,194,106.614,114,9.80692,82
"2026","BYU",70.4961,77,69.8004,58,119.173,28,126.025,11,107.369,146,103.614,68,22.4118,25
"2026","Cal Baptist",67.3849,229,65.7399,272,106.881,213,108.247,189,99.2343,24,102.802,54,5.44501,112
"2026","Cal Poly",76.1946,1,74.1252,1,106.819,215,109.949,160,112.41,280,113.803,262,-3.85412,211
"2026","Cal St. Bakersfield",72.6288,17,70.1807,42,99.2966,336,102.002,306,114.658,317,117.415,320,-15.4126,327
"2026","Cal St. Fullerton",75.2696,3,72.5973,6,107.563,197,110.635,150,109.904,218,110.345,194,0.290032,169
"2026","California",69.2752,132,68.0928,134,110.034,139,113.605,106,103.897,75,101.871,42,11.7342,71
"2026","Campbell",70.0184,90,69.7909,59,108.471,176,111.479,133,112.57,282,112.892,249,-1.41247,181
"2026","Canisius",64.3232,348,64.2486,333,96.2957,353,95.5132,355,110.308,232,114.782,284,-19.2692,343
"2026","Central Arkansas",68.9259,153,67.9978,139,113.381,86,110.427,154,108.054,168,109.208,167,1.21945,150
"2026","Central Connecticut",65.189,328,65.125,303,107.725,193,104.927,260,109.839,215,117.698,327,-12.7716,305
"2026","Central Michigan",68.3224,187,67.1477,194,104.938,252,106.101,232,113.889,307,115.196,292,-9.0958,270
"2026","Charleston",68.2796,190,67.6999,161,109.235,158,108.307,186,107.373,147,108.476,150,-0.168922,172
"2026","Charleston Southern",73.3305,11,71.6168,16,107.64,194,106.081,233,107.459,151,112.494,239,-6.41304,242
"2026","Charlotte",64.2701,349,63.4431,347,111.424,112,112.751,114,113.329,297,115.011,288,-2.25976,192
"2026","Chattanooga",67.5828,220,67.2696,187,109.832,147,105.64,245,115.673,331,117.851,328,-12.2101,300
"2026","Chicago St.",65.7649,308,65.3781,292,98.9773,337,99.6919,332,115.514,328,119.301,340,-19.6088,345
"2026","Cincinnati",69.3109,130,67.6024,165,105.634,240,112.418,119,98.3574,18,94.658,12,17.7603,42
"2026","Clemson",65.6036,316,64.2292,335,112.462,98,116.302,76,100.117,29,97.3742,20,18.928,38
"2026","Cleveland St.",71.3754,42,69.7785,60,110.078,138,109.533,167,124.406,364,124.228,362,-14.6948,322
"2026","Coastal Carolina",68.3414,183,66.8761,212,102.729,296,102.045,304,105.255,98,108.911,158,-6.86587,247
"2026","Colgate",66.8786,250,66.9069,208,110.235,131,107.937,197,111.465,256,114.998,287,-7.06193,250
"2026","Colorado",69.993,91,68.7869,108,113.119,89,119.247,55,112.267,276,106.651,115,12.5956,64
"2026","Colorado St.",64.2346,350,62.8638,361,117.994,41,120.03,48,112.291,277,110.353,195,9.67768,84
"2026","Columbia",67.129,241,66.7097,222,110.196,134,108.849,181,108.621,182,110.77,203,-1.92082,188
"2026","Connecticut",66.4073,279,64.9301,310,116.673,49,122.708,28,97.3003,12,94.4507,11,28.2571,10
"2026","Coppin St.",69.0598,146,68.0488,138,92.8163,362,92.3587,360,116.489,340,119.966,346,-27.6069,363
"2026","Cornell",71.6898,33,71.6178,15,119.296,24,119.819,50,116.53,341,118.823,336,0.996043,157
"2026","Creighton",68.5477,172,67.438,179,109.819,148,116.972,68,109.461,205,105.62,100,11.3524,74
"2026","CSUN",75.578,2,73.8274,2,106.5,220,108.278,188,107.054,138,108.895,157,-0.617278,178
"2026","Dartmouth",69.1586,139,69.5237,70,105.227,245,105.043,258,112.623,284,114.345,275,-9.30175,274
"2026","Davidson",64.2178,351,63.8397,342,108.344,178,110.736,148,104.936,93,104.817,89,5.9187,107
"2026","Dayton",68.2738,191,67.1148,196,109.166,161,111.429,134,101.345,41,100.791,36,10.6378,79
"2026","Delaware",63.9676,357,63.1682,355,103.887,274,104.645,262,113.579,303,116,301,-11.3556,292
"2026","Delaware St.",66.3932,282,65.8264,270,89.1947,365,87.8833,365,107.881,162,115.35,296,-27.4668,362
"2026","Denver",69.403,128,67.9394,142,116.112,54,116.243,77,120.99,360,122.194,358,-5.95157,234
"2026","DePaul",67.8871,208,66.3611,239,104.131,268,107.859,199,102.932,62,100.858,38,7.00094,102
"2026","Detroit Mercy",69.8065,104,68.8437,105,110.026,140,108.935,179,113.141,294,113.178,250,-4.24252,220
"2026","Drake",67.849,212,67.2831,186,108.008,186,110.243,157,111.656,264,112.856,247,-2.61318,195
"2026","Drexel",65.207,326,64.2718,332,103.191,281,102.684,295,103.331,68,107.329,129,-4.64431,222
"2026","Duke",67.3331,232,65.3606,294,123.001,5,128.487,5,92.9164,1,87.882,1,40.6046,1
"2026","Duquesne",69.8402,101,69.1267,87,109.241,157,110.716,149,107.923,163,107.8,135,2.91586,133
"2026","East Carolina",69.151,140,68.7104,109,102.253,302,103.807,278,110.944,243,111.234,212,-7.42788,255
"2026","East Tennessee St.",66.5234,273,66.1058,251,114.698,67,109.96,159,104.953,94,109.476,174,0.484187,166
"2026","East Texas A&M",68.5075,175,68.1888,132,98.4375,340,100.9,318,110.703,238,111.691,217,-10.7915,286
"2026","Eastern Illinois",66.2145,289,65.7015,273,96.4597,351,97.0983,347,107.95,165,112.023,227,-14.9249,325
"2026","Eastern Kentucky",68.6832,163,67.3335,184,111.379,114,109.426,170,119.103,355,121.099,350,-11.6726,297
"2026","Eastern Michigan",68.3704,179,66.522,227,101.912,306,102.028,305,107.768,159,108.41,148,-6.38221,240
"2026","Eastern Washington",68.8464,156,67.6305,164,112.501,97,113.922,102,113.679,304,113.361,254,0.561085,165
"2026","Elon",67.9892,204,66.8673,213,111.08,122,110.416,155,114.415,315,116.049,302,-5.63206,230
"2026","Evansville",67.4034,228,67.0322,200,96.719,347,102.207,302,115.471,327,115.02,289,-12.8128,307
"2026","Fairfield",67.0848,243,67.0097,202,108.363,177,106.004,236,106.965,136,114.153,269,-8.14843,264
"2026","Fairleigh Dickinson",64.1558,352,63.9339,339,101.253,311,101.084,313,112.355,279,118.735,334,-17.6512,336
"2026","FIU",71.689,34,71.7989,12,107.349,204,107.738,203,108.873,193,109.689,182,-1.95111,190
"2026","Florida",72.7177,15,70.9009,24,120.617,13,126.518,8,98.5951,21,91.1955,4,35.3221,4
"2026","Florida A&M",70.2744,84,68.1734,133,99.3494,335,98.6927,340,106.74,130,112.088,229,-13.395,315
"2026","Florida Atlantic",70.3829,81,69.594,68,109.377,155,110.52,151,106.845,132,107.086,123,3.43342,127
"2026","Florida Gulf Coast",69.0723,144,67.5874,166,109.614,152,105.789,238,111.398,255,112.433,237,-6.64426,243
"2026","Florida St.",72.046,25,70.528,31,111.204,120,117.009,67,107.679,155,104.541,81,12.4679,65
"2026","Fordham",64.5681,340,64.4646,326,104.446,266,105.102,256,102.346,53,104.741,85,0.361548,168
"2026","Fresno St.",69.5654,119,68.2967,128,104.568,263,107.913,198,106.085,107,104.769,86,3.1438,131
"2026","Furman",66.4903,276,65.929,266,111.749,108,107.759,202,107.216,144,109.658,178,-1.89952,187
"2026","Gardner Webb",70.7775,66,69.2492,82,93.5471,360,95.8573,353,122.152,361,122.219,359,-26.3612,361
"2026","George Mason",64.9254,332,63.4118,348,112.905,93,114.162,100,104.435,85,106.126,107,8.03625,94
"2026","George Washington",70.0705,88,69.1632,86,116.506,52,118.19,58,106.207,110,108.426,149,9.76372,83
"2026","Georgetown",67.5209,223,66.4388,233,109.088,164,114.971,89,108.382,176,105.304,94,9.66732,86
"2026","Georgia",73.4553,10,71.2773,20,121.24,9,125.847,12,107.034,137,104.817,88,21.0302,31
"2026","Georgia Southern",71.0937,54,70.1144,46,111.326,117,110.502,152,111.911,270,116.578,311,-6.07674,235
"2026","Georgia St.",68.7856,160,67.8787,149,99.4328,334,99.5389,335,109.282,200,112.503,240,-12.9636,310
"2026","Georgia Tech",71.6297,35,70.7156,26,102.788,295,108.156,193,108.017,167,107.509,132,0.646591,163
"2026","Gonzaga",70.7255,68,69.0554,91,120.201,17,121.688,34,92.9772,2,93.8166,8,27.8713,11
"2026","Grambling St.",69.3721,129,67.5568,171,99.8248,329,97.4822,344,102.82,61,108.913,159,-11.4306,294
"2026","Grand Canyon",68.9645,151,67.8993,147,109.016,165,110.76,146,98.5017,20,97.2269,17,13.5329,60
"2026","Green Bay",64.7061,338,62.9282,360,113.638,81,112.763,113,116.434,338,116.263,307,-3.50016,209
"2026","Hampton",65.9952,298,65.4066,290,101.867,307,102.759,294,108.281,174,111.882,225,-9.12237,272
"2026","Harvard",64.0059,355,63.0906,357,108.774,173,107.727,204,104.242,82,106.388,112,1.33862,149
"2026","Hawaii",72.2988,20,69.8416,57,108.66,175,107.272,215,97.1775,11,102.236,48,5.03589,115
"2026","High Point",70.9313,57,69.9778,52,121.19,10,117.39,62,100.316,33,108.914,160,8.47637,93
"2026","Hofstra",65.292,324,64.6908,321,113.605,82,114.862,90,102.73,57,105.197,93,9.6648,87
"2026","Holy Cross",65.796,307,65.5911,276,103.145,284,100.996,314,113.577,302,117.497,323,-16.5014,330
"2026","Houston",64.9071,334,63.3633,351,119.148,30,125.092,17,96.3225,6,92.6192,6,32.4732,6
"2026","Houston Christian",64.4454,346,64.4193,328,102.697,297,103.058,288,112.262,275,114.175,270,-11.1174,289
"2026","Howard",69.2538,134,69.1108,88,108.105,181,103.897,276,98.1454,15,106.912,120,-3.01489,202
"2026","Idaho",69.0654,145,67.552,173,110.425,129,109.239,176,107.698,157,108.637,153,0.602174,164
"2026","Idaho St.",67.0283,244,65.5718,278,109.337,156,109.708,166,115.599,330,116.714,313,-7.00592,249
"2026","Illinois",66.2027,292,65.5125,287,125.774,1,131.735,1,103.182,66,99.064,26,32.6715,5
"2026","Illinois Chicago",66.9965,247,66.4052,235,108.797,171,110.744,147,104.071,78,104.587,83,6.15659,105
"2026","Illinois St.",67.612,217,66.7244,219,109.908,144,110.789,145,102.134,49,104.149,76,6.6402,103
"2026","Incarnate Word",65.3893,322,65.5158,285,107.546,198,109.034,177,114.786,318,117.459,321,-8.42494,266
"2026","Indiana",66.7872,257,66.2222,246,116.143,53,121.177,39,107.169,143,103.061,59,18.1163,41
"2026","Indiana St.",68.332,185,68.0526,136,103.332,279,106.522,225,107.668,154,109.419,173,-2.89684,200
